ID,is_HF,is_linear,is_alien,is_water,is_wet,is_road,is_road_veg,is_closed,is_harvest,UseInAnalysisFine,UseInAnalysisFineAge,UseInAnalysisCoarse,Sector61,LCC4,MatureOld,forest_stand,VEGHFAGE_FINE,VEGHFAGE,AGE,VEGHF,VEGHF_FINE,ETA_UseInAnalysis,ETA_UseInAnalysis_Sector,StepBack,PolyReclass,UseAvail,UseInPIX
TransmissionLine,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,EnSoftLin,EnSoftLin,EnSoftLin,Energy,Open,FALSE,,TransmissionLine,TransmissionLine,,TransmissionLine,TransmissionLine,SoftLin,Energy,TransmissionLine,SoftLin,SoftLin,SoftLin
SeismicLineNarrow,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Seismic,Seismic,Seismic,Energy,Open,FALSE,,SeismicLineNarrow,SeismicLine,,SeismicLine,SeismicLineNarrow,SoftLin,Energy,SeismicLine,SoftLin,Seismic,SoftLin
SeismicLineWide,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Seismic,Seismic,Seismic,Energy,Open,FALSE,,SeismicLineWide,SeismicLine,,SeismicLine,SeismicLineWide,SoftLin,Energy,SeismicLine,SoftLin,Seismic,SoftLin
RoadHardSurface,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,HardLin,HardLin,HardLin,Transportation,Open,FALSE,,RoadHardSurface,RoadHardSurface,,RoadHardSurface,RoadHardSurface,HardLin,Transportation,RoadHardSurface,Zero,HardLin,Roads
RailHardSurface,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,HardLin,HardLin,HardLin,Transportation,Open,FALSE,,RailHardSurface,RailHardSurface,,RailHardSurface,RailHardSurface,HardLin,Transportation,RailHardSurface,Zero,HardLin,Roads
RoadTrailVegetated,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TrSoftLin,TrSoftLin,TrSoftLin,Transportation,Open,FALSE,,RoadTrailVegetated,RoadTrailVegetated,,RoadTrailVegetated,RoadTrailVegetated,SoftLin,Transportation,RoadTrailVegetated,SoftLin,SoftLin,Roads
RoadVegetatedVerge,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TrSoftLin,TrSoftLin,TrSoftLin,Transportation,Open,FALSE,,RoadVegetatedVerge,RoadVegetatedVerge,,RoadVegetatedVerge,RoadVegetatedVerge,SoftLin,Transportation,RoadVegetatedVerge,SoftLin,SoftLin,Roads
RailVegetatedVerge,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TrSoftLin,TrSoftLin,TrSoftLin,Transportation,Open,FALSE,,RailVegetatedVerge,RailVegetatedVerge,,RailVegetatedVerge,RailVegetatedVerge,SoftLin,Transportation,RailVegetatedVerge,SoftLin,SoftLin,Roads
CultivationCrop,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Crop,Crop,Crop,Agriculture,Open,FALSE,,CultivationCrop,CultivationCropPastureBareground,,CultivationCropPastureBareground,CultivationCrop,Cult,Agriculture,CultivationCropPastureBareground,Cult,Crop,Agr
CultivationAbandoned,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RoughP,RoughP,RoughP,Agriculture,Open,FALSE,,CultivationAbandoned,CultivationCropPastureBareground,,CultivationCropPastureBareground,CultivationAbandoned,Cult,Agriculture,CultivationCropPastureBareground,Cult,RoughP,Agr
CultivationRoughPasture,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,RoughP,RoughP,RoughP,Agriculture,Open,FALSE,,CultivationRoughPasture,CultivationCropPastureBareground,,CultivationCropPastureBareground,CultivationRoughPasture,Cult,Agriculture,CultivationCropPastureBareground,Cult,RoughP,Agr
CultivationTamePasture,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TameP,TameP,TameP,Agriculture,Open,FALSE,,CultivationTamePasture,CultivationCropPastureBareground,,CultivationCropPastureBareground,CultivationTamePasture,Cult,Agriculture,CultivationCropPastureBareground,Cult,TameP,Agr
HighDensityLivestockOperation,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TameP,TameP,TameP,Agriculture,Open,FALSE,,HighDensityLivestockOperation,HighDensityLivestockOperation,,HighDensityLivestockOperation,HighDensityLivestockOperation,Cult,Agriculture,HighDensityLivestockOperation,Cult,TameP,Agr
BorrowpitsDugoutsSumps,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,HWater,HWater,HWater,Misc,Wet,FALSE,,BorrowpitsDugoutsSumps,BorrowpitsDugoutsSumps,,BorrowpitsDugoutsSumps,BorrowpitsDugoutsSumps,HWater,Misc,BorrowpitsDugoutsSumps,Water,Water,HWater
MunicipalWaterSewage,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,HWater,HWater,HWater,Misc,Wet,FALSE,,MunicipalWaterSewage,MunicipalWaterSewage,,MunicipalWaterSewage,MunicipalWaterSewage,HWater,Misc,MunicipalWaterSewage,Water,Water,HWater
Reservoirs,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,HWater,HWater,HWater,Misc,Wet,FALSE,,Reservoirs,Reservoirs,,Reservoirs,Reservoirs,HWater,Misc,Reservoirs,Water,Water,HWater
Canals,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,HWater,HWater,HWater,Misc,Wet,FALSE,,Canals,Canals,,Canals,Canals,HWater,Misc,Canals,Water,Water,HWater
CCDecidR,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Decid,CCDecidR,DecMix,Forestry,Open,FALSE,Decid,CCDecidR,CCDecidR,R,CCDecid,CCDecid,CCDeciduousR,Forestry,CCDecidR,DeciduousCC0,HFor,Decid
CCDecid1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Decid,CCDecid1,DecMix,Forestry,DecidMixed,FALSE,Decid,CCDecid1,CCDecid1,1,CCDecid,CCDecid,CCDeciduous1,Forestry,CCDecid1,DeciduousCC10,HFor,Decid
CCDecid2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Decid,CCDecid2,DecMix,Forestry,DecidMixed,FALSE,Decid,CCDecid2,CCDecid2,2,CCDecid,CCDecid,CCDeciduous2,Forestry,CCDecid2,DeciduousCC20,HFor,Decid
CCDecid3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Decid,CCDecid3,DecMix,Forestry,DecidMixed,FALSE,Decid,CCDecid3,CCDecid3,3,CCDecid,CCDecid,CCDeciduous3,Forestry,CCDecid3,DeciduousCC40,HFor,Decid
CCDecid4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Decid,CCDecid4,DecMix,Forestry,DecidMixed,FALSE,Decid,CCDecid4,CCDecid4,4,CCDecid,CCDecid,CCDeciduous4,Forestry,CCDecid4,DeciduousCC60,HFor,DecidO
CCMixedwoodR,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Mixedwood,CCMixedwoodR,DecMix,Forestry,Open,FALSE,Mixedwood,CCMixedwoodR,CCMixedwoodR,R,CCMixedwood,CCMixedwood,CCDeciduousR,Forestry,CCMixwoodR,DeciduousCC0,HFor,Mixed
CCMixedwood1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Mixedwood,CCMixedwood1,DecMix,Forestry,DecidMixed,FALSE,Mixedwood,CCMixedwood1,CCMixedwood1,1,CCMixedwood,CCMixedwood,CCDeciduous1,Forestry,CCMixwood1,DeciduousCC10,HFor,Mixed
CCMixedwood2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Mixedwood,CCMixedwood2,DecMix,Forestry,DecidMixed,FALSE,Mixedwood,CCMixedwood2,CCMixedwood2,2,CCMixedwood,CCMixedwood,CCDeciduous2,Forestry,CCMixwood2,DeciduousCC20,HFor,Mixed
CCMixedwood3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Mixedwood,CCMixedwood3,DecMix,Forestry,DecidMixed,FALSE,Mixedwood,CCMixedwood3,CCMixedwood3,3,CCMixedwood,CCMixedwood,CCDeciduous3,Forestry,CCMixwood3,DeciduousCC40,HFor,Mixed
CCMixedwood4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Mixedwood,CCMixedwood4,DecMix,Forestry,DecidMixed,FALSE,Mixedwood,CCMixedwood4,CCMixedwood4,4,CCMixedwood,CCMixedwood,CCDeciduous4,Forestry,CCMixwood4,DeciduousCC60,HFor,MixedO
CCPineR,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Pine,CCPineR,ConUp,Forestry,Open,FALSE,Pine,CCPineR,CCPineR,R,CCPine,CCPine,CCPineR,Forestry,CCPineR,PineCC0,HFor,Pine
CCPine1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Pine,CCPine1,ConUp,Forestry,Conif,FALSE,Pine,CCPine1,CCPine1,1,CCPine,CCPine,CCPine1,Forestry,CCPine1,PineCC10,HFor,Pine
CCPine2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Pine,CCPine2,ConUp,Forestry,Conif,FALSE,Pine,CCPine2,CCPine2,2,CCPine,CCPine,CCPine2,Forestry,CCPine2,PineCC20,HFor,Pine
CCPine3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Pine,CCPine3,ConUp,Forestry,Conif,FALSE,Pine,CCPine3,CCPine3,3,CCPine,CCPine,CCPine3,Forestry,CCPine3,PineCC40,HFor,Pine
CCPine4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Pine,CCPine4,ConUp,Forestry,Conif,FALSE,Pine,CCPine4,CCPine4,4,CCPine,CCPine,CCPine4,Forestry,CCPine4,PineCC60,HFor,Pine
CCSpruceR,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Spruce,CCSpruceR,ConUp,Forestry,Open,FALSE,Spruce,CCSpruceR,CCSpruceR,R,CCSpruce,CCSpruce,CCWhiteSpruceR,Forestry,CCConifR,WhiteSpruceCC0,HFor,WSpr
CCSpruce1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Spruce,CCSpruce1,ConUp,Forestry,Conif,FALSE,Spruce,CCSpruce1,CCSpruce1,1,CCSpruce,CCSpruce,CCWhiteSpruce1,Forestry,CCConif1,WhiteSpruceCC10,HFor,WSpr
CCSpruce2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Spruce,CCSpruce2,ConUp,Forestry,Conif,FALSE,Spruce,CCSpruce2,CCSpruce2,2,CCSpruce,CCSpruce,CCWhiteSpruce2,Forestry,CCConif2,WhiteSpruceCC20,HFor,WSpr
CCSpruce3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Spruce,CCSpruce3,ConUp,Forestry,Conif,FALSE,Spruce,CCSpruce3,CCSpruce3,3,CCSpruce,CCSpruce,CCWhiteSpruce3,Forestry,CCConif3,WhiteSpruceCC40,HFor,WSpr
CCSpruce4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Spruce,CCSpruce4,ConUp,Forestry,Conif,FALSE,Spruce,CCSpruce4,CCSpruce4,4,CCSpruce,CCSpruce,CCWhiteSpruce4,Forestry,CCConif4,WhiteSpruceCC60,HFor,WSpr
Decid0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Decid,Decid0,DecMix,Native,DecidMixed,FALSE,Decid,,,,,,,,,,Deciduous,Decid
Spruce0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Spruce,Spruce0,ConUp,Native,Conif,FALSE,Spruce,,,,,,,,,,WhiteSpruce,WSpr
Pine0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Pine,Pine0,ConUp,Native,Conif,FALSE,Pine,,,,,,,,,,Pine,Pine
Mixedwood0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Mixedwood,Mixedwood0,DecMix,Native,DecidMixed,FALSE,Mixedwood,,,,,,,,,,Mixedwood,Mixed
TreedSwamp0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Swamp,TreedSwamp0,Swamp,Native,Wet,FALSE,TreedSwamp,,,,,,,,,,Wetland,Swamp
TreedBog0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,BSpr,TreedBog0,ConLo,Native,Wet,FALSE,TreedBog,,,,,,,,,,BlackSpruce,BSpr
TreedFen0,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,Larch,TreedFen0,ConLo,Native,Wet,FALSE,TreedFen,,,,,,,,,,TreedFen,TrFen
